A,B,C,D,E,F
2000,4.8,0.0254,71.3,0.000848633,126.416
2500,4.8,0.0254,71.3,0.000848633,126.416
3150,4.8,0.0254,71.3,0.000848633,126.416
4000,4.8,0.0254,71.3,0.000848633,126.416
5000,4.8,0.0254,71.3,0.000848633,126.416
6300,4.8,0.0254,71.3,0.000848633,126.416
8000,4.8,0.0254,71.3,0.000848633,126.416
10000,4.8,0.0254,71.3,0.000848633,126.416
12500,4.8,0.0254,71.3,0.000848633,126.416
16000,4.8,0.0254,71.3,0.000848633,126.416
20000,4.8,0.0254,71.3,0.000848633,126.416
1600,4.8,0.0254,55.5,0.000873218,126.416
2000,4.8,0.0254,55.5,0.000873218,126.416
2500,4.8,0.0254,55.5,0.000873218,126.416
3150,4.8,0.0254,55.5,0.000873218,126.416
4000,4.8,0.0254,55.5,0.000873218,126.416
5000,4.8,0.0254,55.5,0.000873218,126.416
6300,4.8,0.0254,55.5,0.000873218,126.416
8000,4.8,0.0254,55.5,0.000873218,126.416
10000,4.8,0.0254,55.5,0.000873218,126.416
12500,4.8,0.0254,55.5,0.000873218,126.416
16000,4.8,0.0254,55.5,0.000873218,126.416
20000,4.8,0.0254,55.5,0.000873218,126.416
500,4.8,0.0254,39.6,0.000907475,126.416
630,4.8,0.0254,39.6,0.000907475,126.416
800,4.8,0.0254,39.6,0.000907475,126.416
1000,4.8,0.0254,39.6,0.000907475,126.416
1250,4.8,0.0254,39.6,0.000907475,126.416
1600,4.8,0.0254,39.6,0.000907475,126.416
2000,4.8,0.0254,39.6,0.000907475,126.416
2500,4.8,0.0254,39.6,0.000907475,126.416
3150,4.8,0.0254,39.6,0.000907475,126.416
4000,4.8,0.0254,39.6,0.000907475,126.416
5000,4.8,0.0254,39.6,0.000907475,126.416
6300,4.8,0.0254,39.6,0.000907475,126.416
8000,4.8,0.0254,39.6,0.000907475,126.416
10000,4.8,0.0254,39.6,0.000907475,126.416
500,4.8,0.0254,31.7,0.000930789,126.416
630,4.8,0.0254,31.7,0.000930789,126.416
800,4.8,0.0254,31.7,0.000930789,126.416
1000,4.8,0.0254,31.7,0.000930789,126.416
1250,4.8,0.0254,31.7,0.000930789,126.416
1600,4.8,0.0254,31.7,0.000930789,126.416
2000,4.8,0.0254,31.7,0.000930789,126.416
2500,4.8,0.0254,31.7,0.000930789,126.416
3150,4.8,0.0254,31.7,0.000930789,126.416
4000,4.8,0.0254,31.7,0.000930789,126.416
5000,4.8,0.0254,31.7,0.000930789,126.416
6300,4.8,0.0254,31.7,0.000930789,126.416
8000,4.8,0.0254,31.7,0.000930789,126.416
630,9.5,0.0254,71.3,0.00420654,126.416
800,9.5,0.0254,71.3,0.00420654,126.416
1000,9.5,0.0254,71.3,0.00420654,126.416
1250,9.5,0.0254,71.3,0.00420654,126.416
1600,9.5,0.0254,71.3,0.00420654,126.416
2000,9.5,0.0254,71.3,0.00420654,126.416
2500,9.5,0.0254,71.3,0.00420654,126.416
3150,9.5,0.0254,71.3,0.00420654,126.416
4000,9.5,0.0254,71.3,0.00420654,126.416
5000,9.5,0.0254,71.3,0.00420654,126.416
6300,9.5,0.0254,71.3,0.00420654,126.416
400,9.5,0.0254,55.5,0.0043284,126.416
500,9.5,0.0254,55.5,0.0043284,126.416
630,9.5,0.0254,55.5,0.0043284,126.416
800,9.5,0.0254,55.5,0.0043284,126.416
1000,9.5,0.0254,55.5,0.0043284,126.416
1250,9.5,0.0254,55.5,0.0043284,126.416
1600,9.5,0.0254,55.5,0.0043284,126.416
2000,9.5,0.0254,55.5,0.0043284,126.416
2500,9.5,0.0254,55.5,0.0043284,126.416
3150,9.5,0.0254,55.5,0.0043284,126.416
4000,9.5,0.0254,55.5,0.0043284,126.416
5000,9.5,0.0254,55.5,0.0043284,126.416
6300,9.5,0.0254,55.5,0.0043284,126.416
200,9.5,0.0254,39.6,0.00449821,126.416
250,9.5,0.0254,39.6,0.00449821,126.416
315,9.5,0.0254,39.6,0.00449821,126.416
400,9.5,0.0254,39.6,0.00449821,126.416
500,9.5,0.0254,39.6,0.00449821,126.416
630,9.5,0.0254,39.6,0.00449821,126.416
800,9.5,0.0254,39.6,0.00449821,126.416
1000,9.5,0.0254,39.6,0.00449821,126.416
1250,9.5,0.0254,39.6,0.00449821,126.416
1600,9.5,0.0254,39.6,0.00449821,126.416
2000,9.5,0.0254,39.6,0.00449821,126.416
2500,9.5,0.0254,39.6,0.00449821,126.416
3150,9.5,0.0254,39.6,0.00449821,126.416
4000,9.5,0.0254,39.6,0.00449821,126.416
5000,9.5,0.0254,39.6,0.00449821,126.416
6300,9.5,0.0254,39.6,0.00449821,126.416
200,9.5,0.0254,31.7,0.00461377,126.416
250,9.5,0.0254,31.7,0.00461377,126.416
315,9.5,0.0254,31.7,0.00461377,126.416
400,9.5,0.0254,31.7,0.00461377,126.416
500,9.5,0.0254,31.7,0.00461377,126.416
630,9.5,0.0254,31.7,0.00461377,126.416
800,9.5,0.0254,31.7,0.00461377,126.416
1000,9.5,0.0254,31.7,0.00461377,126.416
1250,9.5,0.0254,31.7,0.00461377,126.416
1600,9.5,0.0254,31.7,0.00461377,126.416
2000,9.5,0.0254,31.7,0.00461377,126.416
2500,9.5,0.0254,31.7,0.00461377,126.416
3150,9.5,0.0254,31.7,0.00461377,126.416
4000,9.5,0.0254,31.7,0.00461377,126.416
5000,9.5,0.0254,31.7,0.00461377,126.416
6300,9.5,0.0254,31.7,0.00461377,126.416
250,12.7,0.0254,71.3,0.0121808,126.416
315,12.7,0.0254,71.3,0.0121808,126.416
400,12.7,0.0254,71.3,0.0121808,126.416
500,12.7,0.0254,71.3,0.0121808,126.416
630,12.7,0.0254,71.3,0.0121808,126.416
800,12.7,0.0254,71.3,0.0121808,126.416
1000,12.7,0.0254,71.3,0.0121808,126.416
1250,12.7,0.0254,71.3,0.0121808,126.416
1600,12.7,0.0254,71.3,0.0121808,126.416
2000,12.7,0.0254,71.3,0.0121808,126.416
2500,12.7,0.0254,71.3,0.0121808,126.416
3150,12.7,0.0254,71.3,0.0121808,126.416
4000,12.7,0.0254,71.3,0.0121808,126.416
5000,12.7,0.0254,71.3,0.0121808,126.416
6300,12.7,0.0254,71.3,0.0121808,126.416
8000,12.7,0.0254,71.3,0.0121808,126.416
10000,12.7,0.0254,71.3,0.0121808,126.416
250,12.7,0.0254,39.6,0.0130253,126.416
315,12.7,0.0254,39.6,0.0130253,126.416
400,12.7,0.0254,39.6,0.0130253,126.416
500,12.7,0.0254,39.6,0.0130253,126.416
630,12.7,0.0254,39.6,0.0130253,126.416
800,12.7,0.0254,39.6,0.0130253,126.416
1000,12.7,0.0254,39.6,0.0130253,126.416
1250,12.7,0.0254,39.6,0.0130253,126.416
1600,12.7,0.0254,39.6,0.0130253,126.416
2000,12.7,0.0254,39.6,0.0130253,126.416
2500,12.7,0.0254,39.6,0.0130253,126.416
3150,12.7,0.0254,39.6,0.0130253,126.416
4000,12.7,0.0254,39.6,0.0130253,126.416
5000,12.7,0.0254,39.6,0.0130253,126.416
6300,12.7,0.0254,39.6,0.0130253,126.416
8000,12.7,0.0254,39.6,0.0130253,126.416
10000,12.7,0.0254,39.6,0.0130253,126.416
200,17.4,0.0254,71.3,0.016104,126.416
250,17.4,0.0254,71.3,0.016104,126.416
315,17.4,0.0254,71.3,0.016104,126.416
400,17.4,0.0254,71.3,0.016104,126.416
500,17.4,0.0254,71.3,0.016104,126.416
630,17.4,0.0254,71.3,0.016104,126.416
800,17.4,0.0254,71.3,0.016104,126.416
1000,17.4,0.0254,71.3,0.016104,126.416
1250,17.4,0.0254,71.3,0.016104,126.416
1600,17.4,0.0254,71.3,0.016104,126.416
2000,17.4,0.0254,71.3,0.016104,126.416
2500,17.4,0.0254,71.3,0.016104,126.416
3150,17.4,0.0254,71.3,0.016104,126.416
4000,17.4,0.0254,71.3,0.016104,126.416
5000,17.4,0.0254,71.3,0.016104,126.416
6300,17.4,0.0254,71.3,0.016104,126.416
8000,17.4,0.0254,71.3,0.016104,126.416
200,17.4,0.0254,55.5,0.0165706,126.416
250,17.4,0.0254,55.5,0.0165706,126.416
315,17.4,0.0254,55.5,0.0165706,126.416
400,17.4,0.0254,55.5,0.0165706,126.416
500,17.4,0.0254,55.5,0.0165706,126.416
630,17.4,0.0254,55.5,0.0165706,126.416
800,17.4,0.0254,55.5,0.0165706,126.416
1000,17.4,0.0254,55.5,0.0165706,126.416
1250,17.4,0.0254,55.5,0.0165706,126.416
1600,17.4,0.0254,55.5,0.0165706,126.416
2000,17.4,0.0254,55.5,0.0165706,126.416
2500,17.4,0.0254,55.5,0.0165706,126.416
3150,17.4,0.0254,55.5,0.0165706,126.416
4000,17.4,0.0254,55.5,0.0165706,126.416
5000,17.4,0.0254,55.5,0.0165706,126.416
6300,17.4,0.0254,55.5,0.0165706,126.416
200,17.4,0.0254,39.6,0.0172206,126.416
250,17.4,0.0254,39.6,0.0172206,126.416
315,17.4,0.0254,39.6,0.0172206,126.416
400,17.4,0.0254,39.6,0.0172206,126.416
500,17.4,0.0254,39.6,0.0172206,126.416
630,17.4,0.0254,39.6,0.0172206,126.416
800,17.4,0.0254,39.6,0.0172206,126.416
1000,17.4,0.0254,39.6,0.0172206,126.416
1250,17.4,0.0254,39.6,0.0172206,126.416
1600,17.4,0.0254,39.6,0.0172206,126.416
2000,17.4,0.0254,39.6,0.0172206,126.416
2500,17.4,0.0254,39.6,0.0172206,126.416
3150,17.4,0.0254,39.6,0.0172206,126.416
4000,17.4,0.0254,39.6,0.0172206,126.416
5000,17.4,0.0254,39.6,0.0172206,126.416
200,17.4,0.0254,31.7,0.0176631,126.416
250,17.4,0.0254,31.7,0.0176631,126.416
315,17.4,0.0254,31.7,0.0176631,126.416
400,17.4,0.0254,31.7,0.0176631,126.416
500,17.4,0.0254,31.7,0.0176631,126.416
630,17.4,0.0254,31.7,0.0176631,126.416
800,17.4,0.0254,31.7,0.0176631,126.416
1000,17.4,0.0254,31.7,0.0176631,126.416
1250,17.4,0.0254,31.7,0.0176631,126.416
1600,17.4,0.0254,31.7,0.0176631,126.416
2000,17.4,0.0254,31.7,0.0176631,126.416
2500,17.4,0.0254,31.7,0.0176631,126.416
3150,17.4,0.0254,31.7,0.0176631,126.416
4000,17.4,0.0254,31.7,0.0176631,126.416
5000,17.4,0.0254,31.7,0.0176631,126.416
315,22.2,0.0254,71.3,0.0214178,126.416
400,22.2,0.0254,71.3,0.0214178,126.416
500,22.2,0.0254,71.3,0.0214178,126.416
630,22.2,0.0254,71.3,0.0214178,126.416
800,22.2,0.0254,71.3,0.0214178,126.416
1000,22.2,0.0254,71.3,0.0214178,126.416
1250,22.2,0.0254,71.3,0.0214178,126.416
1600,22.2,0.0254,71.3,0.0214178,126.416
2000,22.2,0.0254,71.3,0.0214178,126.416
2500,22.2,0.0254,71.3,0.0214178,126.416
3150,22.2,0.0254,71.3,0.0214178,126.416
4000,22.2,0.0254,71.3,0.0214178,126.416
5000,22.2,0.0254,71.3,0.0214178,126.416
6300,22.2,0.0254,71.3,0.0214178,126.416
8000,22.2,0.0254,71.3,0.0214178,126.416
200,22.2,0.0254,39.6,0.0229028,126.416
250,22.2,0.0254,39.6,0.0229028,126.416
315,22.2,0.0254,39.6,0.0229028,126.416
400,22.2,0.0254,39.6,0.0229028,126.416
500,22.2,0.0254,39.6,0.0229028,126.416
630,22.2,0.0254,39.6,0.0229028,126.416
800,22.2,0.0254,39.6,0.0229028,126.416
1000,22.2,0.0254,39.6,0.0229028,126.416
1250,22.2,0.0254,39.6,0.0229028,126.416
1600,22.2,0.0254,39.6,0.0229028,126.416
2000,22.2,0.0254,39.6,0.0229028,126.416
2500,22.2,0.0254,39.6,0.0229028,126.416
3150,22.2,0.0254,39.6,0.0229028,126.416
4000,22.2,0.0254,39.6,0.0229028,126.416
5000,22.2,0.0254,39.6,0.0229028,126.416
630,0,0.1016,71.3,0.00121072,126.416
800,0,0.1016,71.3,0.00121072,126.416
1000,0,0.1016,71.3,0.00121072,126.416
1250,0,0.1016,71.3,0.00121072,126.416
1600,0,0.1016,71.3,0.00121072,126.416
2000,0,0.1016,71.3,0.00121072,126.416
2500,0,0.1016,71.3,0.00121072,126.416
3150,0,0.1016,71.3,0.00121072,126.416
4000,0,0.1016,71.3,0.00121072,126.416
5000,0,0.1016,71.3,0.00121072,126.416
6300,0,0.1016,71.3,0.00121072,126.416
8000,0,0.1016,71.3,0.00121072,126.416
10000,0,0.1016,71.3,0.00121072,126.416
12500,0,0.1016,71.3,0.00121072,126.416
630,0,0.1016,55.5,0.00131983,126.416
800,0,0.1016,55.5,0.00131983,126.416
1000,0,0.1016,55.5,0.00131983,126.416
1250,0,0.1016,55.5,0.00131983,126.416
1600,0,0.1016,55.5,0.00131983,126.416
2000,0,0.1016,55.5,0.00131983,126.416
2500,0,0.1016,55.5,0.00131983,126.416
3150,0,0.1016,55.5,0.00131983,126.416
4000,0,0.1016,55.5,0.00131983,126.416
5000,0,0.1016,55.5,0.00131983,126.416
6300,0,0.1016,55.5,0.00131983,126.416
8000,0,0.1016,55.5,0.00131983,126.416
10000,0,0.1016,55.5,0.00131983,126.416
12500,0,0.1016,55.5,0.00131983,126.416
630,0,0.1016,39.6,0.00146332,126.416
800,0,0.1016,39.6,0.00146332,126.416
1000,0,0.1016,39.6,0.00146332,126.416
1250,0,0.1016,39.6,0.00146332,126.416
1600,0,0.1016,39.6,0.00146332,126.416
2000,0,0.1016,39.6,0.00146332,126.416
2500,0,0.1016,39.6,0.00146332,126.416
3150,0,0.1016,39.6,0.00146332,126.416
4000,0,0.1016,39.6,0.00146332,126.416
5000,0,0.1016,39.6,0.00146332,126.416
6300,0,0.1016,39.6,0.00146332,126.416
8000,0,0.1016,39.6,0.00146332,126.416
10000,0,0.1016,39.6,0.00146332,126.416
630,0,0.1016,31.7,0.00150092,126.416
800,0,0.1016,31.7,0.00150092,126.416
1000,0,0.1016,31.7,0.00150092,126.416
1250,0,0.1016,31.7,0.00150092,126.416
1600,0,0.1016,31.7,0.00150092,126.416
2000,0,0.1016,31.7,0.00150092,126.416
2500,0,0.1016,31.7,0.00150092,126.416
3150,0,0.1016,31.7,0.00150092,126.416
4000,0,0.1016,31.7,0.00150092,126.416
5000,0,0.1016,31.7,0.00150092,126.416
6300,0,0.1016,31.7,0.00150092,126.416
8000,0,0.1016,31.7,0.00150092,126.416
10000,0,0.1016,31.7,0.00150092,126.416
800,3.3,0.1016,71.3,0.00202822,126.416
1000,3.3,0.1016,71.3,0.00202822,126.416
1250,3.3,0.1016,71.3,0.00202822,126.416
1600,3.3,0.1016,71.3,0.00202822,126.416
2000,3.3,0.1016,71.3,0.00202822,126.416
2500,3.3,0.1016,71.3,0.00202822,126.416
3150,3.3,0.1016,71.3,0.00202822,126.416
4000,3.3,0.1016,71.3,0.00202822,126.416
5000,3.3,0.1016,71.3,0.00202822,126.416
6300,3.3,0.1016,71.3,0.00202822,126.416
8000,3.3,0.1016,71.3,0.00202822,126.416
10000,3.3,0.1016,71.3,0.00202822,126.416
630,3.3,0.1016,55.5,0.002211,126.416
800,3.3,0.1016,55.5,0.002211,126.416
1000,3.3,0.1016,55.5,0.002211,126.416
1250,3.3,0.1016,55.5,0.002211,126.416
1600,3.3,0.1016,55.5,0.002211,126.416
2000,3.3,0.1016,55.5,0.002211,126.416
2500,3.3,0.1016,55.5,0.002211,126.416
3150,3.3,0.1016,55.5,0.002211,126.416
4000,3.3,0.1016,55.5,0.002211,126.416
5000,3.3,0.1016,55.5,0.002211,126.416
6300,3.3,0.1016,55.5,0.002211,126.416
8000,3.3,0.1016,55.5,0.002211,126.416
10000,3.3,0.1016,55.5,0.002211,126.416
630,3.3,0.1016,39.6,0.00245138,126.416
800,3.3,0.1016,39.6,0.00245138,126.416
1000,3.3,0.1016,39.6,0.00245138,126.416
1250,3.3,0.1016,39.6,0.00245138,126.416
1600,3.3,0.1016,39.6,0.00245138,126.416
2000,3.3,0.1016,39.6,0.00245138,126.416
2500,3.3,0.1016,39.6,0.00245138,126.416
3150,3.3,0.1016,39.6,0.00245138,126.416
4000,3.3,0.1016,39.6,0.00245138,126.416
5000,3.3,0.1016,39.6,0.00245138,126.416
6300,3.3,0.1016,39.6,0.00245138,126.416
8000,3.3,0.1016,39.6,0.00245138,126.416
10000,3.3,0.1016,39.6,0.00245138,126.416
630,3.3,0.1016,31.7,0.00251435,126.416
800,3.3,0.1016,31.7,0.00251435,126.416
1000,3.3,0.1016,31.7,0.00251435,126.416
1250,3.3,0.1016,31.7,0.00251435,126.416
1600,3.3,0.1016,31.7,0.00251435,126.416
2000,3.3,0.1016,31.7,0.00251435,126.416
2500,3.3,0.1016,31.7,0.00251435,126.416
3150,3.3,0.1016,31.7,0.00251435,126.416
4000,3.3,0.1016,31.7,0.00251435,126.416
5000,3.3,0.1016,31.7,0.00251435,126.416
6300,3.3,0.1016,31.7,0.00251435,126.416
8000,3.3,0.1016,31.7,0.00251435,126.416
630,6.7,0.1016,71.3,0.00478288,126.416
800,6.7,0.1016,71.3,0.00478288,126.416
1000,6.7,0.1016,71.3,0.00478288,126.416
1250,6.7,0.1016,71.3,0.00478288,126.416
1600,6.7,0.1016,71.3,0.00478288,126.416
2000,6.7,0.1016,71.3,0.00478288,126.416
2500,6.7,0.1016,71.3,0.00478288,126.416
3150,6.7,0.1016,71.3,0.00478288,126.416
500,6.7,0.1016,55.5,0.0052139,126.416
630,6.7,0.1016,55.5,0.0052139,126.416
800,6.7,0.1016,55.5,0.0052139,126.416
1000,6.7,0.1016,55.5,0.0052139,126.416
1250,6.7,0.1016,55.5,0.0052139,126.416
1600,6.7,0.1016,55.5,0.0052139,126.416
2000,6.7,0.1016,55.5,0.0052139,126.416
2500,6.7,0.1016,55.5,0.0052139,126.416
400,6.7,0.1016,39.6,0.00578076,126.416
500,6.7,0.1016,39.6,0.00578076,126.416
630,6.7,0.1016,39.6,0.00578076,126.416
800,6.7,0.1016,39.6,0.00578076,126.416
1000,6.7,0.1016,39.6,0.00578076,126.416
1250,6.7,0.1016,39.6,0.00578076,126.416
1600,6.7,0.1016,39.6,0.00578076,126.416
2000,6.7,0.1016,39.6,0.00578076,126.416
315,6.7,0.1016,31.7,0.00592927,126.416
400,6.7,0.1016,31.7,0.00592927,126.416
500,6.7,0.1016,31.7,0.00592927,126.416
630,6.7,0.1016,31.7,0.00592927,126.416
800,6.7,0.1016,31.7,0.00592927,126.416
1000,6.7,0.1016,31.7,0.00592927,126.416
1250,6.7,0.1016,31.7,0.00592927,126.416
1600,6.7,0.1016,31.7,0.00592927,126.416
2000,6.7,0.1016,31.7,0.00592927,126.416
200,8.9,0.1016,71.3,0.0103088,126.416
250,8.9,0.1016,71.3,0.0103088,126.416
315,8.9,0.1016,71.3,0.0103088,126.416
400,8.9,0.1016,71.3,0.0103088,126.416
500,8.9,0.1016,71.3,0.0103088,126.416
630,8.9,0.1016,71.3,0.0103088,126.416
800,8.9,0.1016,71.3,0.0103088,126.416
1000,8.9,0.1016,71.3,0.0103088,126.416
1250,8.9,0.1016,71.3,0.0103088,126.416
1600,8.9,0.1016,71.3,0.0103088,126.416
2000,8.9,0.1016,71.3,0.0103088,126.416
2500,8.9,0.1016,71.3,0.0103088,126.416
3150,8.9,0.1016,71.3,0.0103088,126.416
4000,8.9,0.1016,71.3,0.0103088,126.416
5000,8.9,0.1016,71.3,0.0103088,126.416
6300,8.9,0.1016,71.3,0.0103088,126.416
200,8.9,0.1016,39.6,0.0124596,126.416
250,8.9,0.1016,39.6,0.0124596,126.416
315,8.9,0.1016,39.6,0.0124596,126.416
400,8.9,0.1016,39.6,0.0124596,126.416
500,8.9,0.1016,39.6,0.0124596,126.416
630,8.9,0.1016,39.6,0.0124596,126.416
800,8.9,0.1016,39.6,0.0124596,126.416
1000,8.9,0.1016,39.6,0.0124596,126.416
1250,8.9,0.1016,39.6,0.0124596,126.416
1600,8.9,0.1016,39.6,0.0124596,126.416
2000,8.9,0.1016,39.6,0.0124596,126.416
2500,8.9,0.1016,39.6,0.0124596,126.416
3150,8.9,0.1016,39.6,0.0124596,126.416
4000,8.9,0.1016,39.6,0.0124596,126.416
5000,8.9,0.1016,39.6,0.0124596,126.416
6300,8.9,0.1016,39.6,0.0124596,126.416
200,12.3,0.1016,71.3,0.0337792,126.416
250,12.3,0.1016,71.3,0.0337792,126.416
315,12.3,0.1016,71.3,0.0337792,126.416
400,12.3,0.1016,71.3,0.0337792,126.416
500,12.3,0.1016,71.3,0.0337792,126.416
630,12.3,0.1016,71.3,0.0337792,126.416
800,12.3,0.1016,71.3,0.0337792,126.416
1000,12.3,0.1016,71.3,0.0337792,126.416
1250,12.3,0.1016,71.3,0.0337792,126.416
1600,12.3,0.1016,71.3,0.0337792,126.416
2000,12.3,0.1016,71.3,0.0337792,126.416
2500,12.3,0.1016,71.3,0.0337792,126.416
3150,12.3,0.1016,71.3,0.0337792,126.416
4000,12.3,0.1016,71.3,0.0337792,126.416
5000,12.3,0.1016,71.3,0.0337792,126.416
6300,12.3,0.1016,71.3,0.0337792,126.416
200,12.3,0.1016,55.5,0.0368233,126.416
250,12.3,0.1016,55.5,0.0368233,126.416
315,12.3,0.1016,55.5,0.0368233,126.416
400,12.3,0.1016,55.5,0.0368233,126.416
500,12.3,0.1016,55.5,0.0368233,126.416
630,12.3,0.1016,55.5,0.0368233,126.416
800,12.3,0.1016,55.5,0.0368233,126.416
1000,12.3,0.1016,55.5,0.0368233,126.416
1250,12.3,0.1016,55.5,0.0368233,126.416
1600,12.3,0.1016,55.5,0.0368233,126.416
2000,12.3,0.1016,55.5,0.0368233,126.416
2500,12.3,0.1016,55.5,0.0368233,126.416
3150,12.3,0.1016,55.5,0.0368233,126.416
4000,12.3,0.1016,55.5,0.0368233,126.416
5000,12.3,0.1016,55.5,0.0368233,126.416
6300,12.3,0.1016,55.5,0.0368233,126.416
200,12.3,0.1016,39.6,0.0408268,126.416
250,12.3,0.1016,39.6,0.0408268,126.416
315,12.3,0.1016,39.6,0.0408268,126.416
400,12.3,0.1016,39.6,0.0408268,126.416
500,12.3,0.1016,39.6,0.0408268,126.416
630,12.3,0.1016,39.6,0.0408268,126.416
800,12.3,0.1016,39.6,0.0408268,126.416
1000,12.3,0.1016,39.6,0.0408268,126.416
1250,12.3,0.1016,39.6,0.0408268,126.416
1600,12.3,0.1016,39.6,0.0408268,126.416
2000,12.3,0.1016,39.6,0.0408268,126.416
2500,12.3,0.1016,39.6,0.0408268,126.416
3150,12.3,0.1016,39.6,0.0408268,126.416
4000,12.3,0.1016,39.6,0.0408268,126.416
5000,12.3,0.1016,39.6,0.0408268,126.416
6300,12.3,0.1016,39.6,0.0408268,126.416
200,12.3,0.1016,31.7,0.0418756,126.416
250,12.3,0.1016,31.7,0.0418756,126.416
315,12.3,0.1016,31.7,0.0418756,126.416
400,12.3,0.1016,31.7,0.0418756,126.416
500,12.3,0.1016,31.7,0.0418756,126.416
630,12.3,0.1016,31.7,0.0418756,126.416
800,12.3,0.1016,31.7,0.0418756,126.416
1000,12.3,0.1016,31.7,0.0418756,126.416
1250,12.3,0.1016,31.7,0.0418756,126.416
1600,12.3,0.1016,31.7,0.0418756,126.416
2000,12.3,0.1016,31.7,0.0418756,126.416
2500,12.3,0.1016,31.7,0.0418756,126.416
3150,12.3,0.1016,31.7,0.0418756,126.416
4000,12.3,0.1016,31.7,0.0418756,126.416
5000,12.3,0.1016,31.7,0.0418756,126.416
6300,12.3,0.1016,31.7,0.0418756,126.416
200,15.6,0.1016,71.3,0.0437259,126.416
250,15.6,0.1016,71.3,0.0437259,126.416
315,15.6,0.1016,71.3,0.0437259,126.416
400,15.6,0.1016,71.3,0.0437259,126.416
500,15.6,0.1016,71.3,0.0437259,126.416
630,15.6,0.1016,71.3,0.0437259,126.416
800,15.6,0.1016,71.3,0.0437259,126.416
1000,15.6,0.1016,71.3,0.0437259,126.416
1250,15.6,0.1016,71.3,0.0437259,126.416
1600,15.6,0.1016,71.3,0.0437259,126.416
2000,15.6,0.1016,71.3,0.0437259,126.416
2500,15.6,0.1016,71.3,0.0437259,126.416
3150,15.6,0.1016,71.3,0.0437259,126.416
4000,15.6,0.1016,71.3,0.0437259,126.416
200,15.6,0.1016,39.6,0.0528487,126.416
250,15.6,0.1016,39.6,0.0528487,126.416
315,15.6,0.1016,39.6,0.0528487,126.416
400,15.6,0.1016,39.6,0.0528487,126.416
500,15.6,0.1016,39.6,0.0528487,126.416
630,15.6,0.1016,39.6,0.0528487,126.416
800,15.6,0.1016,39.6,0.0528487,126.416
1000,15.6,0.1016,39.6,0.0528487,126.416
1250,15.6,0.1016,39.6,0.0528487,126.416
1600,15.6,0.1016,39.6,0.0528487,126.416
2000,15.6,0.1016,39.6,0.0528487,126.416
2500,15.6,0.1016,39.6,0.0528487,126.416
3150,15.6,0.1016,39.6,0.0528487,126.416
4000,15.6,0.1016,39.6,0.0528487,126.416
5000,15.6,0.1016,39.6,0.0528487,126.416
6300,15.6,0.1016,39.6,0.0528487,126.416